text,confidence
PIVO CEPOVANE,0.85
VINA,0.85
SUDOVE VINO BILE, CERVENE,0.85
POSTMIX,1
COCA-COLA, FANTA, SPRITE, TONIC,0.85
ZUB,0.85
DZBAN VODY S CITRONEM,0.85
NEALKO,1
PIVO LAHVOVE,0.85
CAPPY JUNIOR,0.7996710526315789
RADEGAST BIRELL- NEALKO,0.8164473684210526
RADEGAST BIRELL- polotmavy, zeleny jecmen,0.8332236842105263
LITOVEL CERNY CITRON,0.7996710526315789
TEPLE A STUDENE NAPOJE,0.85
APERITIVY,0.85
HORKY FRANCOUZ,0.85
APEROL SPRITZ,0.7996710526315789
DESTILATY,0.85
ZELENA, BOROVICKA,0.8164473684210526
OSTATNI,0.85
GRIOTKA, REZNA,0.8164473684210526
MANDLOVY RUM,0.7661184210526315
TATRANKA, FIDORKA, LENTILKY,0.85
MYSLIVEC,0.7828947368421052
HOSPODSKE BRAMBURKY,0.85
RUM BACCARDI,0.7661184210526315
PIVNICE U MACU,0.85
RUM LEGENDARIO,0.7828947368421052
RUM DON PAPA,0.7828947368421052
GIN BEEFEATER, BEEFEATER PINK,0.8164473684210526
TULLAMORE DEW, JAMESON,0.7661184210526315
